"﻿""Keyword""",SERP features,Volume,KD,CPC,servicesartisans.fr/: URL,servicesartisans.fr/: Organic Position,servicesartisans.fr/: Organic Traffic,servicesartisans.fr/: Ad title,servicesartisans.fr/: Ad display URL,servicesartisans.fr/: Ad description,servicesartisans.fr/: Ad block,servicesartisans.fr/: Ad position,servicesartisans.fr/: Paid traffic,pagesjaunes.fr/: URL,pagesjaunes.fr/: Organic Position,pagesjaunes.fr/: Organic Traffic,pagesjaunes.fr/: Ad title,pagesjaunes.fr/: Ad display URL,pagesjaunes.fr/: Ad description,pagesjaunes.fr/: Ad block,pagesjaunes.fr/: Ad position,pagesjaunes.fr/: Paid traffic,travaux.com/: URL,travaux.com/: Organic Position,travaux.com/: Organic Traffic,travaux.com/: Ad title,travaux.com/: Ad display URL,travaux.com/: Ad description,travaux.com/: Ad block,travaux.com/: Ad position,travaux.com/: Paid traffic,izi-by-edf.fr/: URL,izi-by-edf.fr/: Organic Position,izi-by-edf.fr/: Organic Traffic,izi-by-edf.fr/: Ad title,izi-by-edf.fr/: Ad display URL,izi-by-edf.fr/: Ad description,izi-by-edf.fr/: Ad block,izi-by-edf.fr/: Ad position,izi-by-edf.fr/: Paid traffic,Updated
opsat,"Sitelinks, Local pack, People also ask",350,0,0.60,,,,,,,,,,https://www.pagesjaunes.fr/pros/05769578,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15 16:24:02
neurochirurgien reims,"Local pack, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/reims-51/medecins-neurochirurgie,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 11:30:42
électro dépôt sarcelles,"Thumbnail, People also ask",350,2,,,,,,,,,,,https://www.pagesjaunes.fr/pros/53758173,4,31,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 14:10:29
rmtt,"Sitelinks, People also ask, Thumbnail, Video preview",350,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/02876597,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 04:54:22
malleval lyon,Thumbnail,350,0,0.37,,,,,,,,,,https://www.pagesjaunes.fr/pros/02937777,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-20 19:27:53
rituals montpellier,People also ask,350,4,0.23,,,,,,,,,,https://www.pagesjaunes.fr/pros/64277307,6,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 23:28:02
karaoké mulhouse,Video preview,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/mulhouse-68/restaurants-karaoke,8,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 02:21:30
monoprix vitry,,350,0,0.18,,,,,,,,,,https://www.pagesjaunes.fr/pros/56199885,7,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-20 02:19:04
france verif.fr,People also ask,350,0,0.82,,,,,,,,,,https://www.pagesjaunes.fr/pros/61176101,9,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 17:45:52
edmond petit,"Sitelinks, People also ask",350,0,0.39,,,,,,,,,,https://www.pagesjaunes.fr/pros/62005923,2,28,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-23 03:34:03
rexel dunkerque,"People also ask, Knowledge panel",350,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/07057027,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 13:12:08
culture pain marange,"Thumbnail, Video preview, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/63214729,7,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 16:24:27
eurodommage,"Sitelinks, People also ask",350,0,1.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/07889309,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-21 10:45:37
basic fit verdun,"Thumbnail, People also ask",350,0,0.28,,,,,,,,,,https://www.pagesjaunes.fr/pros/62262411,3,38,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 10:42:13
engrais 3x15,"People also ask, Bottom ads, Paid sitelinks",350,0,0.16,,,,,,,,,,https://engrais.pagesjaunes.fr/astuce/voir/343162/engrais-15-15-15,9,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-20 18:36:16
chronopost chartres,People also ask,350,0,0.39,,,,,,,,,,https://www.pagesjaunes.fr/pros/54583887,3,22,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 04:19:35
moneygram nantes,"Local pack, People also ask",350,0,1.48,,,,,,,,,,https://www.pagesjaunes.fr/pros/57454523,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 14:09:22
sushi le mans,"People also ask, Thumbnail",350,1,0.34,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/le-mans-72/sushi,7,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 16:09:54
laboshop bourg saint maurice,People also ask,350,0,0.79,,,,,,,,,,https://www.pagesjaunes.fr/pros/63531178,3,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 19:44:56
auto ecole champollion,"People also ask, Knowledge panel",350,0,0.82,,,,,,,,,,https://www.pagesjaunes.fr/pros/56454184,10,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 21:01:28
pharmacie ingre,"Local pack, People also ask",350,0,0.21,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/ingre-45/pharmacies,7,8,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-24 22:25:25
la banque postale la source,People also ask,350,12,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/55732653,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 03:18:59
leclerc nord,People also ask,350,15,0.05,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/nord-pas-de-calais/e-leclerc,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 03:26:43
striker woustviller,Sitelinks,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/09431570,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 14:23:32
numéro apple,"Local pack, People also ask",350,33,0.38,,,,,,,,,,https://www.pagesjaunes.fr/pros/00503635,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-24 23:18:02
controle technique bain de bretagne,"Local pack, People also ask",350,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/06690618,7,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 17:18:43
coiffeur francheville,"Local pack, People also ask, Thumbnail",350,2,0.29,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/francheville-69/coiffeurs,3,31,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 22:26:12
ou bien manger autour de moi,Video preview,350,3,0.09,,,,,,,,,,https://www.pagesjaunes.fr/activites/restaurants.html,3,40,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 11:33:31
jacqueline bouaniche,"People also ask, Thumbnail, Video preview",350,3,,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches/r/jacqueline.bouaniche,5,28,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 13:22:19
la challe multi services,People also ask,350,0,0.54,,,,,,,,,,https://www.pagesjaunes.fr/pros/62508823,1,131,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 14:03:02
asian massage,"Local pack, People also ask",350,5,0.39,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/paris-75/massage-asiatique,9,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 05:34:54
caf villeneuve sur lot,"People also ask, Knowledge panel",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/villeneuve-sur-lot-47/caisse-allocations-familiales,8,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 10:23:53
bodin langon,Thumbnail,350,0,0.70,,,,,,,,,,https://www.pagesjaunes.fr/pros/05968159,2,30,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 00:56:03
déchetterie vallabrix,"Thumbnail, People also ask, Knowledge panel",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/vallabrix-30/dechetterie,8,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-21 15:39:23
cheval sa,"Sitelinks, People also ask",350,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/02963108,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-18 23:43:30
histoire d'or dunkerque,"Knowledge panel, Sitelinks",350,0,0.29,,,,,,,,,,https://www.pagesjaunes.fr/pros/50292294,4,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 06:34:36
studio graphique,"Local pack, People also ask",350,21,0.73,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/paris-75/studio-graphique,9,30,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 03:46:34
magasin bureau vallée,"Local pack, People also ask",350,2,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/51795121,5,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-23 14:07:04
jardinerie laval,"People also ask, Knowledge panel",350,1,0.02,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/laval-53/jardineries-vegetaux-articles-de-jardin,4,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 09:10:29
free brive,People also ask,350,0,0.19,,,,,,,,,,https://www.pagesjaunes.fr/pros/63587373,3,21,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 17:13:14
mosquée metz,"Local pack, People also ask, Video preview, Thumbnail",350,0,0.98,,,,,,,,,,https://www.pagesjaunes.fr/pros/60916838,6,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 07:51:27
cinema bezons,"Thumbnail, Knowledge panel",350,1,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/bezons-95/salles-de-cinema,9,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-14 17:52:37
acadomia cannes,"Sitelinks, People also ask",350,0,0.53,,,,,,,,,,https://www.pagesjaunes.fr/pros/09722081,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 02:37:04
ibis budget honfleur,Thumbnail,350,0,0.20,,,,,,,,,,https://www.pagesjaunes.fr/pros/08309004,5,28,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 00:21:17
clinique vétérinaire annonay,"People also ask, Knowledge panel",350,0,2.91,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/annonay-07/veterinaires,5,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 20:14:44
credit agricole saint just,"Local pack, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/05508193,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 02:35:28
prix ratissage m2,"Featured snippet, People also ask, Sitelinks",350,0,0.61,,,,,,,,,,,,,,,,,,,https://www.travaux.com/jardin-et-exterieur/guide-des-prix/prix-ratissage-m2,1,131,,,,,,,,,,,,,,,,2026-04-12 00:11:39
le grenier du bonheur,"Sitelinks, People also ask",350,0,0.24,,,,,,,,,,https://www.pagesjaunes.fr/pros/60743704,8,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 20:59:44
intermarché hautefort,,350,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/08533020,3,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 08:22:49
homebox vernouillet,,350,0,0.38,,,,,,,,,,https://www.pagesjaunes.fr/pros/58677623,4,32,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 02:03:04
bibliothèque maisons alfort,"Local pack, Sitelinks, People also ask",350,0,1.21,,,,,,,,,,https://www.pagesjaunes.fr/pros/09469580,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 03:44:33
armor lux guerande,People also ask,350,5,0.24,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-nazaire-44/armor-lux,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 10:32:33
point lumineux,"Featured snippet, People also ask, Video preview",350,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://izi-by-edf.fr/blog/nfc-15-100-points-lumineux/,3,11,,,,,,,2026-04-10 15:14:27
cpam 76,"Local pack, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/00826922,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 19:10:09
pharmacie de garde lons le saunier,"Featured snippet, Thumbnail, People also ask, Local pack",350,2,0.63,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/lons-le-saunier-39/pharmacie-de-garde,1,130,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24 20:02:08
centrakor villers cotterets,People also ask,350,0,0.11,,,,,,,,,,https://www.pagesjaunes.fr/pros/55733257,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 04:59:02
dr agila,,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/58232207,8,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 08:33:09
boulangerie crecy la chapelle,"Thumbnail, People also ask",350,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/crecy-la-chapelle-77/boulangerie,3,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 23:34:52
cinema cagnes sur mer,,350,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/56146837,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 08:32:25
serrurier near me,"Local pack, People also ask, Sitelinks",350,8,4.63,,,,,,,,,,https://www.pagesjaunes.fr/activites/reproduction-de-cles.html,2,148,,,,,,,https://www.travaux.com/bricolage/serrurier-professionnels,6,30,,,,,,,,,,,,,,,,2026-03-28 22:42:54
pandora angers,"People also ask, Thumbnail",350,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/55701469,4,8,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 03:19:02
maison préfabriquée prix,"People also ask, Sitelinks",350,1,0.20,,,,,,,,,,,,,,,,,,,https://www.travaux.com/construction-renovation-maison/guide-des-prix/prix-construction-de-maison-modulaire,7,8,,,,,,,,,,,,,,,,2026-04-17 17:40:53
fram arras,"Thumbnail, People also ask",350,0,0.41,,,,,,,,,,https://www.pagesjaunes.fr/pros/63922385,7,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-19 21:06:20
noz avranches,"Sitelinks, Knowledge panel, People also ask",350,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/51603703,3,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 08:48:09
van hool,"Thumbnail, People also ask",350,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/00194845,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 15:49:11
stanislas paris,"Sitelinks, Local pack, People also ask",350,0,0.26,,,,,,,,,,https://www.pagesjaunes.fr/pros/54900795,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 21:46:57
mairie cogolin,"Sitelinks, Top stories, Thumbnail, People also ask, Knowledge panel",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/00275087,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-22 23:17:25
déchetterie mere,"People also ask, Sitelinks",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/mere-78/dechetterie,6,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 02:38:10
adecco luneville,People also ask,350,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/06000465,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 00:05:46
centre amende service,"People also ask, Knowledge panel",350,1,0.04,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/montpellier-34/centre-des-amendes,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 05:04:27
monsieur bricolage crolles,People also ask,350,1,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/00688358,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 12:04:41
cimetière cornebarrieu,"Thumbnail, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/cornebarrieu-31/cimetieres,9,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 10:45:35
ophtalmologue plerin,Local pack,350,0,0.50,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/plerin-22/medecins-ophtalmologie,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 14:03:04
restaurant villemur sur tarn,,350,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/villemur-sur-tarn-31/restaurants,6,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15 07:35:47
pharmacie routot,Knowledge panel,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/03003055,2,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 01:24:37
ouest france saint-nazaire,Sitelinks,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/05513343,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-23 20:07:48
mbp france,"Sitelinks, Local pack, People also ask",350,0,0.35,,,,,,,,,,https://www.pagesjaunes.fr/pros/59949897,7,20,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 22:51:27
marrou,"Local pack, Sitelinks, People also ask",350,0,0.42,,,,,,,,,,https://www.pagesjaunes.fr/pros/06756939,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 09:40:28
fleuriste avranches,"People also ask, Bottom ads, Paid sitelinks",350,0,0.44,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/avranches-50/fleuristes,4,21,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 05:00:28
aperock,"Thumbnail, Video preview",350,0,0.41,,,,,,,,,,https://www.pagesjaunes.fr/pros/53787343,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 12:32:27
orl la sagesse rennes,People also ask,350,0,0.88,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/rennes-35/orl,10,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 22:51:29
magasin atac,"Local pack, People also ask",350,0,0.39,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/franche-comte/atac,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 08:22:33
laboratoire ecommoy,People also ask,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/ecommoy-72/laboratoires-d-analyses-de-biologie-medicale,7,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-20 20:30:28
mairet simard,Sitelinks,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/00951901,3,13,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 13:28:48
notaire matha,"People also ask, Knowledge panel",350,0,0.23,,,,,,,,,,https://www.pagesjaunes.fr/pros/53555644,9,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 08:58:00
ista lyon,"People also ask, Thumbnail, Knowledge panel, Sitelinks",350,0,0.50,,,,,,,,,,https://www.pagesjaunes.fr/pros/53029728,2,27,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-07 14:32:32
hyper u rochelle,"Thumbnail, People also ask",350,3,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/la-rochelle-17/u-magasin,6,22,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 02:17:24
marionnaud rennes,"Thumbnail, People also ask, Sitelinks",350,3,0.33,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/rennes-35/marionnaud,4,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 07:58:21
circus bistro,"Thumbnail, Knowledge panel",350,18,0.41,,,,,,,,,,https://www.pagesjaunes.fr/pros/61180426,3,43,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 23:45:02
bistrot cocagne rennes,"Sitelinks, People also ask",350,0,0.59,,,,,,,,,,https://www.pagesjaunes.fr/pros/59000676,7,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 16:20:28
jardiland jouy aux arches,"Thumbnail, People also ask",350,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/04394944,4,20,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 04:59:51
recup 44,"Thumbnail, People also ask",350,0,1.31,,,,,,,,,,https://www.pagesjaunes.fr/pros/00704687,2,42,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 22:39:51
richardson argenteuil,,350,0,0.30,,,,,,,,,,https://www.pagesjaunes.fr/pros/00196646,3,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 12:43:47
fratelli cabourg,"Thumbnail, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/61656062,9,11,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 21:21:38
carrefour market miribel,Sitelinks,350,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/05231812,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 22:55:13
la belloteka,"Sitelinks, People also ask",350,0,0.93,,,,,,,,,,https://www.pagesjaunes.fr/pros/57144248,7,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-27 18:47:51
spar novalaise,"Thumbnail, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/08710674,2,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 15:16:29
déchetterie champhol,"People also ask, Thumbnail, Knowledge panel",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/59007713,2,44,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-19 10:58:47
pompes funebres duflos dainville,"Sitelinks, People also ask",350,0,0.43,,,,,,,,,,https://www.pagesjaunes.fr/pros/00604373,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29 16:22:47
ecole danhier,Local pack,350,1,0.19,,,,,,,,,,https://www.pagesjaunes.fr/pros/00283525,6,23,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-18 23:16:29
mairie sorgues,Sitelinks,350,1,,,,,,,,,,,https://www.pagesjaunes.fr/pros/00818147,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 20:41:50
poste fontenay sous bois,Local pack,350,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/09070375,8,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 02:30:46
podologue royan,"Local pack, Sitelinks, People also ask",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/royan-17/podologues-pedicures-podologues,3,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-29 06:31:46
stabyhoun,"People also ask, Knowledge panel",350,0,0.05,,,,,,,,,,https://chien.pagesjaunes.fr/chien/voir/544547/stabyhoun,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 07:35:51
cardiologue aulnay sous bois,"Local pack, Sitelinks, People also ask",350,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/aulnay-sous-bois-93/cardiologue,6,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 16:25:02
loxam lourdes,"Thumbnail, People also ask, Sitelinks",350,0,1.87,,,,,,,,,,https://www.pagesjaunes.fr/pros/54969248,2,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 16:36:52
bigmat diemeringen,"Local pack, People also ask",350,0,0.15,,,,,,,,,,https://www.pagesjaunes.fr/pros/00815793,3,21,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:36:02
la tonnelle les angles,Thumbnail,350,0,0.33,,,,,,,,,,https://www.pagesjaunes.fr/pros/58642554,4,35,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 21:24:53
casden lille,"Thumbnail, People also ask",350,2,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/53907873,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-23 08:50:21
garage pont audemer,"Local pack, Thumbnail",350,1,0.47,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/pont-audemer-27/garages-d-automobiles-reparation,3,36,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 04:18:57
pessac automobile service,"Sitelinks, People also ask",350,0,0.53,,,,,,,,,,https://www.pagesjaunes.fr/pros/59000867,4,31,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 14:00:39
bateau parisiens,"Sitelinks, People also ask",350,2,,,,,,,,,,,https://www.pagesjaunes.fr/pros/00281021,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 05:34:58
hubert delarue,Video preview,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/08273740,4,18,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 18:20:03
destock tout,,350,0,0.11,,,,,,,,,,https://www.pagesjaunes.fr/pros/60831220,8,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15 13:11:31
controle technique claye souilly,"Local pack, People also ask",350,0,0.42,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/claye-souilly-77/controles-techniques-sans-rendez-vous,6,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 05:56:51
chez theresa nice,Thumbnail,350,0,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/61172271,7,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 03:55:53
dentiste bouchain,People also ask,350,0,0.20,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/bouchain-59/dentistes-chirurgiens-dentistes-et-docteurs-en-chirurgie-dentaire,2,30,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-15 20:39:25
ambassade angleterre,"People also ask, Knowledge panel",350,1,1.64,,,,,,,,,,https://www.pagesjaunes.fr/pros/59281705,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 21:27:02
nogal auto,"Thumbnail, People also ask",350,0,0.54,,,,,,,,,,https://www.pagesjaunes.fr/pros/00653207,7,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 01:10:10
tabac nangis,People also ask,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/nangis-77/bureaux-de-tabacs,2,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 16:31:37
passage bleu nancy,,350,1,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/03651954,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-23 18:49:33
jeff de bruges autour de moi,"Local pack, People also ask",350,2,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/07594766,6,36,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 20:04:02
tabac soustons,People also ask,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/soustons-40/bureaux-de-tabacs,2,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 16:34:41
magasin vêtement,"People also ask, Shopping, Thumbnail",350,62,0.15,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/grenoble-38/vetements-femmes,4,15,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16 08:01:28
le voltigeur amiens,Sitelinks,350,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/06630027,2,22,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-21 06:59:10
déchetterie jouy le moutier,"People also ask, Knowledge panel, Thumbnail",350,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/jouy-le-moutier-95/dechetterie,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-22 10:18:18
bronchite allergique,"Featured snippet, People also ask, Video preview, Sitelinks",350,5,0.03,,,,,,,,,,https://bronchite.pagesjaunes.fr/comprendre/bronchite-allergique,7,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-12 06:25:37
